Area name,Mother tongue name,Persons
UTTAR PRADESH,GUJARATI,15442
UTTAR PRADESH,HINDI,187979055
UTTAR PRADESH,KANNADA,6435
UTTAR PRADESH,KASHMIRI,6123
UTTAR PRADESH,KONKANI,335
UTTAR PRADESH,MAITHILI,24831
UTTAR PRADESH,MALAYALAM,24450
UTTAR PRADESH,MANIPURI,1204
UTTAR PRADESH,MARATHI,24280
UTTAR PRADESH,NEPALI,18743
UTTAR PRADESH,ODIA,24729
UTTAR PRADESH,PUNJABI,508736
UTTAR PRADESH,SANSKRIT,3062
UTTAR PRADESH,SANTALI,858
UTTAR PRADESH,SINDHI,28952
UTTAR PRADESH,TAMIL,14444
UTTAR PRADESH,TELUGU,13977
UTTAR PRADESH,URDU,10820232
UTTAR PRADESH,ADI,75
UTTAR PRADESH,AFGHANI/KABULI/PASHTO,171
UTTAR PRADESH,ANAL,9
UTTAR PRADESH,ANGAMI,14
UTTAR PRADESH,AO,24
UTTAR PRADESH,ARABIC/ARBI,7693
UTTAR PRADESH,BALTI,3
UTTAR PRADESH,BHILI/BHILODI,1283
UTTAR PRADESH,BHOTIA,276
UTTAR PRADESH,BHUMIJ,55
UTTAR PRADESH,BISHNUPURIYA,10
UTTAR PRADESH,CHANG,2
UTTAR PRADESH,COORGI/KODAGU,18
UTTAR PRADESH,DIMASA,26
UTTAR PRADESH,ENGLISH,13085
UTTAR PRADESH,GADABA,5
UTTAR PRADESH,GANGTE,9
UTTAR PRADESH,GARO,27
UTTAR PRADESH,GONDI,5768
UTTAR PRADESH,HALABI,35
UTTAR PRADESH,HO,102
UTTAR PRADESH,KABUI,12
UTTAR PRADESH,KARBI/MIKIR,4
UTTAR PRADESH,KHANDESHI,475
UTTAR PRADESH,KHARIA,185
UTTAR PRADESH,KHASI,50
UTTAR PRADESH,KHEZHA,2
UTTAR PRADESH,KHOND/KONDH,8
UTTAR PRADESH,KINNAURI,14
UTTAR PRADESH,KISAN,4
UTTAR PRADESH,KOCH,2
UTTAR PRADESH,KOLAMI,1
UTTAR PRADESH,KOM,1
UTTAR PRADESH,KONDA,20
UTTAR PRADESH,KORKU,2
UTTAR PRADESH,KORWA,17
UTTAR PRADESH,KUKI,153
UTTAR PRADESH,KURUKH/ORAON,4495
UTTAR PRADESH,LADAKHI,79
UTTAR PRADESH,LAHAULI,2
UTTAR PRADESH,LAHNDA,1000
UTTAR PRADESH,LAKHER,12
UTTAR PRADESH,LEPCHA,7
UTTAR PRADESH,LIMBU,5
UTTAR PRADESH,LOTHA,27
UTTAR PRADESH,LUSHAI/MIZO,228
UTTAR PRADESH,MALTO,2
UTTAR PRADESH,MAO,17
UTTAR PRADESH,MIRI/MISHING,6
UTTAR PRADESH,MISHMI,274
UTTAR PRADESH,MOGH,3
UTTAR PRADESH,MONPA,7
UTTAR PRADESH,MUNDA,1415
UTTAR PRADESH,MUNDARI,277
UTTAR PRADESH,NISSI/DAFLA,47
UTTAR PRADESH,NOCTE,1
UTTAR PRADESH,PAITE,9
UTTAR PRADESH,PARJI,21
UTTAR PRADESH,PHOM,2
UTTAR PRADESH,POCHURY,1
UTTAR PRADESH,RABHA,3
UTTAR PRADESH,RAI,12
UTTAR PRADESH,RENGMA,1
UTTAR PRADESH,SAVARA,13
UTTAR PRADESH,SEMA,15
UTTAR PRADESH,SHERPA,7
UTTAR PRADESH,SHINA,11
UTTAR PRADESH,TANGKHUL,13
UTTAR PRADESH,TANGSA,1
UTTAR PRADESH,THADO,197
UTTAR PRADESH,TIBETAN,315
UTTAR PRADESH,TRIPURI,63
UTTAR PRADESH,TULU,102
UTTAR PRADESH,VAIPHEI,2
UTTAR PRADESH,WANCHO,11
UTTAR PRADESH,YIMCHUNGRE,7
UTTAR PRADESH,ZEMI,3
UTTAR PRADESH,ZOU,8
BIHAR,ASSAMESE,2087
BIHAR,BENGALI,810771
BIHAR,BODO,19
BIHAR,DOGRI,254
BIHAR,GUJARATI,8297
BIHAR,HINDI,80698466
BIHAR,KANNADA,492
BIHAR,KASHMIRI,986
BIHAR,KONKANI,23
BIHAR,MAITHILI,13063042
BIHAR,MALAYALAM,1220
BIHAR,MANIPURI,238
BIHAR,MARATHI,1975
BIHAR,NEPALI,5727
BIHAR,ODIA,3188
BIHAR,PUNJABI,10467
BIHAR,SANSKRIT,3388
BIHAR,SANTALI,458949
BIHAR,SINDHI,2227
BIHAR,TAMIL,986
BIHAR,TELUGU,1467
BIHAR,URDU,8770002
BIHAR,ADI,44
BIHAR,AFGHANI/KABULI/PASHTO,5
BIHAR,ANAL,1
BIHAR,ANGAMI,2
BIHAR,ARABIC/ARBI,25144
BIHAR,BALTI,108
BIHAR,BHILI/BHILODI,1448
BIHAR,BHOTIA,15
BIHAR,BHUMIJ,963
BIHAR,BISHNUPURIYA,1616
BIHAR,CHANG,123
BIHAR,COORGI/KODAGU,489
BIHAR,DIMASA,2
BIHAR,ENGLISH,4652
BIHAR,GADABA,1
BIHAR,GARO,4
BIHAR,GONDI,21
BIHAR,HALABI,1
BIHAR,HALAM,2
BIHAR,HO,1890
BIHAR,JATAPU,5
BIHAR,KABUI,2
BIHAR,KHANDESHI,4
BIHAR,KHARIA,1600
BIHAR,KHASI,1
BIHAR,KHEZHA,237
BIHAR,KHOND/KONDH,6
BIHAR,KINNAURI,4
BIHAR,KOCH,73
BIHAR,KODA/KORA,468
BIHAR,KONDA,3
BIHAR,KONYAK,2
BIHAR,KORKU,98
BIHAR,KORWA,31
BIHAR,KUKI,7
BIHAR,KURUKH/ORAON,87995
BIHAR,LADAKHI,25
BIHAR,LAHAULI,26
BIHAR,LAHNDA,1
BIHAR,LAKHER,10
BIHAR,LEPCHA,1
BIHAR,LIMBU,2
BIHAR,LOTHA,1
BIHAR,LUSHAI/MIZO,92
BIHAR,MALTO,75986
BIHAR,MAO,3
BIHAR,MIRI/MISHING,4
BIHAR,MISHMI,6
BIHAR,MOGH,6
BIHAR,MONPA,1
BIHAR,MUNDA,1612
BIHAR,MUNDARI,2468
BIHAR,NISSI/DAFLA,14
BIHAR,NOCTE,1
BIHAR,PAITE,1
BIHAR,RABHA,2
BIHAR,RAI,159
BIHAR,SAVARA,125
BIHAR,TANGKHUL,5
BIHAR,TANGSA,3
BIHAR,THADO,6
BIHAR,TIBETAN,20
BIHAR,TRIPURI,7
BIHAR,TULU,434
BIHAR,YIMCHUNGRE,1
SIKKIM,ASSAMESE,848
SIKKIM,BENGALI,6986
SIKKIM,BODO,65
SIKKIM,DOGRI,261
SIKKIM,GUJARATI,197
SIKKIM,HINDI,48586
SIKKIM,KANNADA,367
SIKKIM,KASHMIRI,30
SIKKIM,KONKANI,27
SIKKIM,MAITHILI,596
SIKKIM,MALAYALAM,899
SIKKIM,MANIPURI,383
SIKKIM,MARATHI,1138
SIKKIM,NEPALI,382200
SIKKIM,ODIA,985
SIKKIM,PUNJABI,1954
SIKKIM,SANTALI,310
SIKKIM,SINDHI,2
SIKKIM,TAMIL,762
SIKKIM,TELUGU,1035
SIKKIM,URDU,2001
SIKKIM,ADI,9
SIKKIM,ANGAMI,16
SIKKIM,AO,5
SIKKIM,ARABIC/ARBI,9
SIKKIM,BHOTIA,41889
SIKKIM,BISHNUPURIYA,8
SIKKIM,CHANG,6
SIKKIM,DIMASA,1
SIKKIM,ENGLISH,112
SIKKIM,GANGTE,1
SIKKIM,GARO,15
SIKKIM,GONDI,203
SIKKIM,HMAR,3
SIKKIM,KABUI,10
SIKKIM,KARBI/MIKIR,8
SIKKIM,KHANDESHI,1
SIKKIM,KHARIA,16
SIKKIM,KHASI,50
SIKKIM,KHEZHA,1
SIKKIM,KINNAURI,2
SIKKIM,KODA/KORA,33
SIKKIM,KORWA,1
SIKKIM,KUKI,4
SIKKIM,KURUKH/ORAON,85
SIKKIM,LADAKHI,80
SIKKIM,LALUNG,5
SIKKIM,LEPCHA,38313
SIKKIM,LIANGMEI,3
SIKKIM,LIMBU,38733
SIKKIM,LOTHA,7
SIKKIM,LUSHAI/MIZO,49
SIKKIM,MAO,6
SIKKIM,MARAM,2
SIKKIM,MIRI/MISHING,1
SIKKIM,MISHMI,5
SIKKIM,MONPA,89
SIKKIM,MUNDA,35
SIKKIM,MUNDARI,16
SIKKIM,NICOBARESE,26
SIKKIM,NISSI/DAFLA,3
SIKKIM,PAITE,10
SIKKIM,PARJI,1
SIKKIM,RABHA,19
SIKKIM,RAI,7471
SIKKIM,SEMA,1
SIKKIM,SHERPA,13681
SIKKIM,TAMANG,11734
SIKKIM,TANGKHUL,12
SIKKIM,THADO,20
SIKKIM,TIBETAN,2785
SIKKIM,TRIPURI,14
SIKKIM,VAIPHEI,2
SIKKIM,WANCHO,1
ARUNACHAL PRADESH,ASSAMESE,53951
ARUNACHAL PRADESH,BENGALI,100579
ARUNACHAL PRADESH,BODO,7095
ARUNACHAL PRADESH,DOGRI,994
ARUNACHAL PRADESH,GUJARATI,362
ARUNACHAL PRADESH,HINDI,98187
ARUNACHAL PRADESH,KANNADA,536
ARUNACHAL PRADESH,KASHMIRI,108
ARUNACHAL PRADESH,KONKANI,55
ARUNACHAL PRADESH,MAITHILI,2963
ARUNACHAL PRADESH,MALAYALAM,4012
ARUNACHAL PRADESH,MANIPURI,2835
ARUNACHAL PRADESH,MARATHI,2297
ARUNACHAL PRADESH,NEPALI,95317
ARUNACHAL PRADESH,ODIA,6820
ARUNACHAL PRADESH,PUNJABI,3674
ARUNACHAL PRADESH,SANSKRIT,28
ARUNACHAL PRADESH,SANTALI,1689
ARUNACHAL PRADESH,SINDHI,12
ARUNACHAL PRADESH,TAMIL,1246
ARUNACHAL PRADESH,TELUGU,1653
ARUNACHAL PRADESH,URDU,1294
ARUNACHAL PRADESH,ADI,240026
ARUNACHAL PRADESH,AFGHANI/KABULI/PASHTO,202
ARUNACHAL PRADESH,ANAL,12
ARUNACHAL PRADESH,ANGAMI,44
ARUNACHAL PRADESH,AO,1891
ARUNACHAL PRADESH,ARABIC/ARBI,12
ARUNACHAL PRADESH,BALTI,2
ARUNACHAL PRADESH,BHILI/BHILODI,8
ARUNACHAL PRADESH,BHOTIA,62458
ARUNACHAL PRADESH,BHUMIJ,2
ARUNACHAL PRADESH,BISHNUPURIYA,64
ARUNACHAL PRADESH,CHAKHESANG,2
ARUNACHAL PRADESH,CHAKRU/CHOKRI,3
ARUNACHAL PRADESH,CHANG,762
ARUNACHAL PRADESH,COORGI/KODAGU,1
ARUNACHAL PRADESH,DEORI,4844
ARUNACHAL PRADESH,DIMASA,215
ARUNACHAL PRADESH,ENGLISH,108
ARUNACHAL PRADESH,GADABA,1
ARUNACHAL PRADESH,GANGTE,4
ARUNACHAL PRADESH,GARO,6597
ARUNACHAL PRADESH,GONDI,46
ARUNACHAL PRADESH,HALABI,1
ARUNACHAL PRADESH,HALAM,31
ARUNACHAL PRADESH,HMAR,14
ARUNACHAL PRADESH,HO,6
ARUNACHAL PRADESH,KABUI,44
ARUNACHAL PRADESH,KARBI/MIKIR,1536
ARUNACHAL PRADESH,KHARIA,218
ARUNACHAL PRADESH,KHASI,210
ARUNACHAL PRADESH,KHEZHA,7
ARUNACHAL PRADESH,KHIEMNUNGAN,9
ARUNACHAL PRADESH,KINNAURI,6
ARUNACHAL PRADESH,KISAN,101
ARUNACHAL PRADESH,KOCH,11
ARUNACHAL PRADESH,KOM,2
ARUNACHAL PRADESH,KONYAK,8
ARUNACHAL PRADESH,KORKU,8
ARUNACHAL PRADESH,KORWA,69
ARUNACHAL PRADESH,KOYA,1
ARUNACHAL PRADESH,KUI,1
ARUNACHAL PRADESH,KUKI,121
ARUNACHAL PRADESH,KURUKH/ORAON,969
ARUNACHAL PRADESH,LADAKHI,17
ARUNACHAL PRADESH,LAHAULI,12
ARUNACHAL PRADESH,LAHNDA,2
ARUNACHAL PRADESH,LAKHER,10
ARUNACHAL PRADESH,LALUNG,10
ARUNACHAL PRADESH,LEPCHA,10
ARUNACHAL PRADESH,LIANGMEI,1
ARUNACHAL PRADESH,LIMBU,120
ARUNACHAL PRADESH,LOTHA,54
ARUNACHAL PRADESH,LUSHAI/MIZO,1431
ARUNACHAL PRADESH,MALTO,2
ARUNACHAL PRADESH,MAO,89
ARUNACHAL PRADESH,MARAM,49
ARUNACHAL PRADESH,MARING,1
ARUNACHAL PRADESH,MIRI/MISHING,10402
ARUNACHAL PRADESH,MISHMI,42017
ARUNACHAL PRADESH,MOGH,55
ARUNACHAL PRADESH,MONPA,12398
ARUNACHAL PRADESH,MUNDA,1427
ARUNACHAL PRADESH,MUNDARI,1378
ARUNACHAL PRADESH,NICOBARESE,1
ARUNACHAL PRADESH,NISSI/DAFLA,395745
ARUNACHAL PRADESH,NOCTE,30308
ARUNACHAL PRADESH,PAITE,60
ARUNACHAL PRADESH,PARJI,89
ARUNACHAL PRADESH,PHOM,649
ARUNACHAL PRADESH,RABHA,89
ARUNACHAL PRADESH,RAI,3897
ARUNACHAL PRADESH,RENGMA,30
ARUNACHAL PRADESH,SANGTAM,3
ARUNACHAL PRADESH,SAVARA,243
ARUNACHAL PRADESH,SEMA,93
ARUNACHAL PRADESH,SHERPA,211
ARUNACHAL PRADESH,TAMANG,1057
ARUNACHAL PRADESH,TANGKHUL,50
ARUNACHAL PRADESH,TANGSA,36546
ARUNACHAL PRADESH,THADO,58
ARUNACHAL PRADESH,TIBETAN,4557
ARUNACHAL PRADESH,TRIPURI,90
ARUNACHAL PRADESH,TULU,1
ARUNACHAL PRADESH,VAIPHEI,9
ARUNACHAL PRADESH,WANCHO,58450
ARUNACHAL PRADESH,YIMCHUNGRE,5
ARUNACHAL PRADESH,ZELIANG,6
ARUNACHAL PRADESH,ZEMI,3
ARUNACHAL PRADESH,ZOU,2
NAGALAND,ASSAMESE,17201
NAGALAND,BENGALI,74753
NAGALAND,BODO,7372
NAGALAND,DOGRI,1269
NAGALAND,GUJARATI,277
NAGALAND,HINDI,62942
NAGALAND,KANNADA,337
NAGALAND,KASHMIRI,77
NAGALAND,KONKANI,51
NAGALAND,MAITHILI,1473
NAGALAND,MALAYALAM,2916
NAGALAND,MANIPURI,9511
NAGALAND,MARATHI,2659
NAGALAND,NEPALI,43481
NAGALAND,ODIA,4565
NAGALAND,PUNJABI,2249
NAGALAND,SANTALI,156
NAGALAND,SINDHI,82
NAGALAND,TAMIL,1127
NAGALAND,TELUGU,1188
NAGALAND,URDU,1095
NAGALAND,ADI,95
NAGALAND,AFGHANI/KABULI/PASHTO,5
NAGALAND,ANAL,184
NAGALAND,ANGAMI,151883
NAGALAND,AO,231084
NAGALAND,ARABIC/ARBI,21
NAGALAND,BHILI/BHILODI,20
NAGALAND,BHOTIA,136
NAGALAND,BHUMIJ,10
NAGALAND,BISHNUPURIYA,125
NAGALAND,CHAKHESANG,17919
NAGALAND,CHAKRU/CHOKRI,91010
NAGALAND,CHANG,65632
NAGALAND,COORGI/KODAGU,2
NAGALAND,DEORI,5
NAGALAND,DIMASA,4871
NAGALAND,ENGLISH,419
NAGALAND,GANGTE,10
NAGALAND,GARO,2351
NAGALAND,GONDI,17
NAGALAND,HALAM,4
NAGALAND,HMAR,61
NAGALAND,HO,11
NAGALAND,JUANG,1
NAGALAND,KABUI,6968
NAGALAND,KARBI/MIKIR,584
NAGALAND,KHANDESHI,5
NAGALAND,KHARIA,164
NAGALAND,KHASI,721
NAGALAND,KHEZHA,34218
NAGALAND,KHIEMNUNGAN,61906
NAGALAND,KHOND/KONDH,1
NAGALAND,KINNAURI,5
NAGALAND,KISAN,8
NAGALAND,KOCH,8
NAGALAND,KOM,49
NAGALAND,KONYAK,244135
NAGALAND,KOYA,3
NAGALAND,KUKI,18392
NAGALAND,KURUKH/ORAON,993
NAGALAND,LAHNDA,3
NAGALAND,LAKHER,12
NAGALAND,LALUNG,24
NAGALAND,LEPCHA,45
NAGALAND,LIANGMEI,3923
NAGALAND,LIMBU,32
NAGALAND,LOTHA,177488
NAGALAND,LUSHAI/MIZO,1194
NAGALAND,MAO,14490
NAGALAND,MARAM,240
NAGALAND,MARING,96
NAGALAND,MIRI/MISHING,86
NAGALAND,MISHMI,33
NAGALAND,MOGH,9
NAGALAND,MONPA,11
NAGALAND,MUNDA,279
NAGALAND,MUNDARI,219
NAGALAND,NISSI/DAFLA,111
NAGALAND,NOCTE,75
NAGALAND,PAITE,150
NAGALAND,PARJI,9
NAGALAND,PAWI,9
NAGALAND,PHOM,53674
NAGALAND,POCHURY,21446
NAGALAND,RABHA,131
NAGALAND,RAI,17
NAGALAND,RENGMA,61537
NAGALAND,SANGTAM,75841
NAGALAND,SAVARA,14
NAGALAND,SEMA,8268
NAGALAND,SHERPA,13
NAGALAND,TAMANG,135
NAGALAND,TANGKHUL,2018
NAGALAND,TANGSA,151
NAGALAND,THADO,148
NAGALAND,TIBETAN,207
NAGALAND,TRIPURI,339
NAGALAND,TULU,1
NAGALAND,VAIPHEI,107
NAGALAND,WANCHO,92
NAGALAND,YIMCHUNGRE,74156
NAGALAND,ZELIANG,60399
NAGALAND,ZEMI,11165
NAGALAND,ZOU,31
MANIPUR,ASSAMESE,2453
MANIPUR,BENGALI,30611
MANIPUR,BODO,174
MANIPUR,DOGRI,1853
MANIPUR,GUJARATI,164
MANIPUR,HINDI,31703
MANIPUR,KANNADA,639
MANIPUR,KASHMIRI,48
MANIPUR,KONKANI,32
MANIPUR,MAITHILI,213
MANIPUR,MALAYALAM,1519
MANIPUR,MANIPURI,1522132
MANIPUR,MARATHI,1583
MANIPUR,NEPALI,63756
MANIPUR,ODIA,931
MANIPUR,PUNJABI,1370
MANIPUR,SANSKRIT,1
MANIPUR,SANTALI,18
MANIPUR,TAMIL,1657
MANIPUR,TELUGU,1098
MANIPUR,URDU,247
MANIPUR,ADI,78
MANIPUR,AFGHANI/KABULI/PASHTO,1
MANIPUR,ANAL,26508
MANIPUR,ANGAMI,76
MANIPUR,AO,2529
MANIPUR,ARABIC/ARBI,5
MANIPUR,BHILI/BHILODI,2
MANIPUR,BHOTIA,11
MANIPUR,BISHNUPURIYA,1288
MANIPUR,CHAKHESANG,1146
MANIPUR,CHAKRU/CHOKRI,2
MANIPUR,CHANG,5
MANIPUR,COORGI/KODAGU,1
MANIPUR,DEORI,2
MANIPUR,DIMASA,36
MANIPUR,ENGLISH,331
MANIPUR,GANGTE,15274
MANIPUR,GARO,65
MANIPUR,GONDI,3
MANIPUR,HALAM,16
MANIPUR,HMAR,49081
MANIPUR,HO,2
MANIPUR,KABUI,109616
MANIPUR,KARBI/MIKIR,107
MANIPUR,KHANDESHI,1
MANIPUR,KHARIA,20
MANIPUR,KHASI,670
MANIPUR,KHEZHA,6977
MANIPUR,KHIEMNUNGAN,2
MANIPUR,KHOND/KONDH,53
MANIPUR,KINNAURI,1
MANIPUR,KISAN,179
MANIPUR,KOCH,2
MANIPUR,KOM,14621
MANIPUR,KONYAK,36
MANIPUR,KUKI,37805
MANIPUR,KURUKH/ORAON,36
MANIPUR,LADAKHI,3
MANIPUR,LAKHER,4
MANIPUR,LEPCHA,16
MANIPUR,LIANGMEI,45546
MANIPUR,LIMBU,169
MANIPUR,LOTHA,69
MANIPUR,LUSHAI/MIZO,6500
MANIPUR,MAO,224361
MANIPUR,MARAM,32098
MANIPUR,MARING,25657
MANIPUR,MIRI/MISHING,10
MANIPUR,MISHMI,11
MANIPUR,MOGH,7
MANIPUR,MONPA,27
MANIPUR,MUNDA,29
MANIPUR,MUNDARI,4
MANIPUR,NICOBARESE,2
MANIPUR,NISSI/DAFLA,21
MANIPUR,NOCTE,44
MANIPUR,PAITE,55031
MANIPUR,PHOM,16
MANIPUR,POCHURY,69
MANIPUR,RABHA,18
MANIPUR,RAI,146
MANIPUR,RENGMA,3
MANIPUR,SANGTAM,10
MANIPUR,SEMA,104
MANIPUR,SHERPA,26
MANIPUR,TAMANG,537
MANIPUR,TANGKHUL,183091
MANIPUR,TANGSA,49
MANIPUR,THADO,223779
MANIPUR,TIBETAN,3
MANIPUR,TRIPURI,208
MANIPUR,TULU,15
MANIPUR,VAIPHEI,39902
MANIPUR,WANCHO,42
MANIPUR,YIMCHUNGRE,8497
MANIPUR,ZELIANG,2727
MANIPUR,ZEMI,18795
MANIPUR,ZOU,25861
MIZORAM,ASSAMESE,1266
MIZORAM,BENGALI,107840
MIZORAM,BODO,203
MIZORAM,DOGRI,193
MIZORAM,GUJARATI,59
MIZORAM,HINDI,10677
MIZORAM,KANNADA,189
MIZORAM,KASHMIRI,23
MIZORAM,KONKANI,54
MIZORAM,MAITHILI,111
MIZORAM,MALAYALAM,718
MIZORAM,MANIPURI,2242
MIZORAM,MARATHI,408
MIZORAM,NEPALI,8994
MIZORAM,ODIA,277
MIZORAM,PUNJABI,349
MIZORAM,SANTALI,1150
MIZORAM,TAMIL,306
MIZORAM,TELUGU,334
MIZORAM,URDU,113
MIZORAM,ADI,26
MIZORAM,ANAL,4
MIZORAM,ANGAMI,10
MIZORAM,AO,39
MIZORAM,ARABIC/ARBI,35
MIZORAM,BHILI/BHILODI,17
MIZORAM,BHOTIA,1
MIZORAM,BHUMIJ,559
MIZORAM,BISHNUPURIYA,42
MIZORAM,CHAKHESANG,6
MIZORAM,CHAKRU/CHOKRI,5
MIZORAM,CHANG,1
MIZORAM,COORGI/KODAGU,1
MIZORAM,DEORI,3
MIZORAM,DIMASA,36
MIZORAM,ENGLISH,61
MIZORAM,GANGTE,705
MIZORAM,GARO,94
MIZORAM,HALABI,1
MIZORAM,HALAM,375
MIZORAM,HMAR,17981
MIZORAM,HO,2
MIZORAM,KABUI,15
MIZORAM,KARBI/MIKIR,8
MIZORAM,KHARIA,6
MIZORAM,KHASI,707
MIZORAM,KINNAURI,1
MIZORAM,KISAN,1
MIZORAM,KOCH,3
MIZORAM,KOM,1
MIZORAM,KONYAK,7
MIZORAM,KUKI,295
MIZORAM,KURUKH/ORAON,42
MIZORAM,LADAKHI,4
MIZORAM,LAHAULI,1
MIZORAM,LAKHER,41876
MIZORAM,LEPCHA,3
MIZORAM,LIANGMEI,1
MIZORAM,LIMBU,1
MIZORAM,LOTHA,9
MIZORAM,LUSHAI/MIZO,802763
MIZORAM,MAO,13
MIZORAM,MARAM,2
MIZORAM,MARING,2
MIZORAM,MIRI/MISHING,18
MIZORAM,MISHMI,4
MIZORAM,MOGH,330
MIZORAM,MONPA,4
MIZORAM,MUNDA,26
MIZORAM,MUNDARI,7
MIZORAM,NISSI/DAFLA,22
MIZORAM,NOCTE,4
MIZORAM,PAITE,22214
MIZORAM,PAWI,28624
MIZORAM,RABHA,8
MIZORAM,RAI,23
MIZORAM,RENGMA,7
MIZORAM,SANGTAM,1
MIZORAM,SAVARA,1
MIZORAM,SEMA,5
MIZORAM,TAMANG,17
MIZORAM,TANGKHUL,20
MIZORAM,TANGSA,5
MIZORAM,THADO,476
MIZORAM,TIBETAN,1
MIZORAM,TRIPURI,32634
MIZORAM,TULU,6
MIZORAM,VAIPHEI,339
MIZORAM,WANCHO,57
MIZORAM,ZELIANG,9
MIZORAM,ZEMI,26
MIZORAM,ZOU,128
TRIPURA,ASSAMESE,2129
TRIPURA,BENGALI,2414774
TRIPURA,BODO,511
TRIPURA,DOGRI,534
TRIPURA,GUJARATI,1384
TRIPURA,HINDI,77701
TRIPURA,KANNADA,675
TRIPURA,KASHMIRI,161
TRIPURA,KONKANI,44
TRIPURA,MAITHILI,294
TRIPURA,MALAYALAM,1173
TRIPURA,MANIPURI,23779
TRIPURA,MARATHI,1412
TRIPURA,NEPALI,2787
TRIPURA,ODIA,25967
TRIPURA,PUNJABI,997
TRIPURA,SANSKRIT,12
TRIPURA,SANTALI,3975
TRIPURA,SINDHI,30
TRIPURA,TAMIL,929
TRIPURA,TELUGU,3845
TRIPURA,URDU,526
TRIPURA,ADI,17
TRIPURA,AFGHANI/KABULI/PASHTO,2
TRIPURA,ANAL,2
TRIPURA,ANGAMI,3
TRIPURA,AO,19316
TRIPURA,ARABIC/ARBI,347
TRIPURA,BHILI/BHILODI,397
TRIPURA,BHOTIA,3
TRIPURA,BHUMIJ,312
TRIPURA,BISHNUPURIYA,22112
TRIPURA,CHAKRU/CHOKRI,29
TRIPURA,DEORI,2
TRIPURA,DIMASA,16
TRIPURA,ENGLISH,54
TRIPURA,GANGTE,18
TRIPURA,GARO,21019
TRIPURA,GONDI,634
TRIPURA,HALABI,9
TRIPURA,HALAM,23089
TRIPURA,HMAR,171
TRIPURA,HO,12
TRIPURA,KABUI,10
TRIPURA,KARBI/MIKIR,12
TRIPURA,KHANDESHI,3
TRIPURA,KHARIA,265
TRIPURA,KHASI,1257
TRIPURA,KHEZHA,5
TRIPURA,KHIEMNUNGAN,2
TRIPURA,KHOND/KONDH,3
TRIPURA,KINNAURI,1
TRIPURA,KOCH,67
TRIPURA,KODA/KORA,64
TRIPURA,KOM,1
TRIPURA,KONDA,6
TRIPURA,KONYAK,2
TRIPURA,KORWA,6
TRIPURA,KUKI,1693
TRIPURA,KURUKH/ORAON,7145
TRIPURA,LADAKHI,1
TRIPURA,LAHNDA,6
TRIPURA,LAKHER,8
TRIPURA,LALUNG,4
TRIPURA,LEPCHA,1
TRIPURA,LIANGMEI,11
TRIPURA,LIMBU,2
TRIPURA,LOTHA,4
TRIPURA,LUSHAI/MIZO,5639
TRIPURA,MALTO,105
TRIPURA,MAO,11
TRIPURA,MARING,1
TRIPURA,MIRI/MISHING,6
TRIPURA,MISHMI,14
TRIPURA,MOGH,35722
TRIPURA,MONPA,1
TRIPURA,MUNDA,9644
TRIPURA,MUNDARI,185
TRIPURA,NICOBARESE,1
TRIPURA,NISSI/DAFLA,14
TRIPURA,NOCTE,3
TRIPURA,PAITE,30
TRIPURA,POCHURY,1
TRIPURA,RABHA,43
TRIPURA,SANGTAM,2
TRIPURA,SAVARA,4620
TRIPURA,SEMA,3
TRIPURA,TANGKHUL,27
TRIPURA,TANGSA,4
TRIPURA,THADO,9
TRIPURA,TIBETAN,2
TRIPURA,TRIPURI,950875
TRIPURA,TULU,6
TRIPURA,VAIPHEI,2
TRIPURA,WANCHO,3
TRIPURA,YIMCHUNGRE,8
TRIPURA,ZELIANG,10
TRIPURA,ZOU,4
MEGHALAYA,ASSAMESE,39628
MEGHALAYA,BENGALI,232525
MEGHALAYA,BODO,4879
MEGHALAYA,DOGRI,426
MEGHALAYA,GUJARATI,343
MEGHALAYA,HINDI,62905
MEGHALAYA,KANNADA,454
MEGHALAYA,KASHMIRI,79
MEGHALAYA,KONKANI,68
MEGHALAYA,MAITHILI,881
MEGHALAYA,MALAYALAM,1789
MEGHALAYA,MANIPURI,4451
MEGHALAYA,MARATHI,20751
MEGHALAYA,NEPALI,54716
MEGHALAYA,ODIA,1518
MEGHALAYA,PUNJABI,4540
MEGHALAYA,SANSKRIT,9
MEGHALAYA,SANTALI,240
MEGHALAYA,SINDHI,236
MEGHALAYA,TAMIL,913
MEGHALAYA,TELUGU,1277
MEGHALAYA,URDU,2129
MEGHALAYA,ADI,390
MEGHALAYA,AFGHANI/KABULI/PASHTO,7
MEGHALAYA,ANAL,219
MEGHALAYA,ANGAMI,89
MEGHALAYA,AO,423
MEGHALAYA,ARABIC/ARBI,7
MEGHALAYA,BHILI/BHILODI,13
MEGHALAYA,BHOTIA,207
MEGHALAYA,BISHNUPURIYA,332
MEGHALAYA,CHAKHESANG,25
MEGHALAYA,CHAKRU/CHOKRI,17
MEGHALAYA,CHANG,10
MEGHALAYA,COORGI/KODAGU,1
MEGHALAYA,DEORI,26
MEGHALAYA,DIMASA,284
MEGHALAYA,ENGLISH,311
MEGHALAYA,GANGTE,281
MEGHALAYA,GARO,936496
MEGHALAYA,HALAM,108
MEGHALAYA,HMAR,1994
MEGHALAYA,HO,2
MEGHALAYA,JATAPU,1
MEGHALAYA,KABUI,208
